Record_ID,Parking_Lot_ID,Parking_Lot_Name,Date,Time,Day_of_Week,Is_Weekend,Weather,Temperature_C,Holiday,Capacity,Occupied_Spaces,Available_Spaces,Occupancy_Rate,Parking_Status
174110,P003,Railway Station,2025-11-16,14:00,Sunday,Yes,Cloudy,37,No,200,61,139,0.3,Available
174111,P002,City Center,2025-11-16,15:00,Sunday,Yes,Rainy,23,No,350,142,208,0.41,Available
174112,P008,Bus Station,2025-11-16,16:00,Sunday,Yes,Rainy,30,No,200,62,138,0.31,Available
174113,P001,Central Mall,2025-11-16,17:00,Sunday,Yes,Cloudy,39,No,200,155,45,0.78,Available
174114,P008,Bus Station,2025-11-16,18:00,Sunday,Yes,Cloudy,34,No,200,156,44,0.78,Available
174115,P001,Central Mall,2025-11-16,19:00,Sunday,Yes,Cloudy,38,No,120,93,27,0.78,Available
174116,P007,University,2025-11-16,20:00,Sunday,Yes,Rainy,36,No,180,109,71,0.61,Available
174117,P004,Airport,2025-11-16,21:00,Sunday,Yes,Sunny,19,No,400,141,259,0.35,Available
174118,P006,Hospital,2025-11-16,22:00,Sunday,Yes,Sunny,39,No,300,88,212,0.29,Available
174119,P007,University,2025-11-16,23:00,Sunday,Yes,Rainy,25,No,250,74,176,0.3,Available
174120,P003,Railway Station,2025-11-17,00:00,Monday,No,Sunny,29,Yes,250,114,136,0.46,Available
174121,P004,Airport,2025-11-17,01:00,Monday,No,Rainy,21,No,300,149,151,0.5,Available
174122,P008,Bus Station,2025-11-17,02:00,Monday,No,Cloudy,35,No,150,77,73,0.51,Available
174123,P004,Airport,2025-11-17,03:00,Monday,No,Cloudy,37,No,200,96,104,0.48,Available
174124,P005,Tech Park,2025-11-17,04:00,Monday,No,Sunny,33,No,200,109,91,0.55,Available
174125,P002,City Center,2025-11-17,05:00,Monday,No,Sunny,22,No,250,102,148,0.41,Available
174126,P002,City Center,2025-11-17,06:00,Monday,No,Rainy,25,No,180,77,103,0.43,Available
174127,P006,Hospital,2025-11-17,07:00,Monday,No,Cloudy,39,Yes,350,146,204,0.42,Available
174128,P004,Airport,2025-11-17,08:00,Monday,No,Cloudy,37,No,200,143,57,0.71,Available
174129,P007,University,2025-11-17,09:00,Monday,No,Sunny,21,No,100,79,21,0.79,Available
174130,P001,Central Mall,2025-11-17,10:00,Monday,No,Cloudy,31,No,350,289,61,0.83,Available
174131,P003,Railway Station,2025-11-17,11:00,Monday,No,Cloudy,23,No,100,34,66,0.34,Available
174132,P004,Airport,2025-11-17,12:00,Monday,No,Foggy,29,No,100,42,58,0.42,Available
174133,P001,Central Mall,2025-11-17,13:00,Monday,No,Cloudy,25,No,100,57,43,0.57,Available
174134,P006,Hospital,2025-11-17,14:00,Monday,No,Cloudy,34,No,100,34,66,0.34,Available
174135,P005,Tech Park,2025-11-17,15:00,Monday,No,Cloudy,30,No,200,71,129,0.35,Available
174136,P005,Tech Park,2025-11-17,16:00,Monday,No,Foggy,32,No,250,97,153,0.39,Available
174137,P001,Central Mall,2025-11-17,17:00,Monday,No,Rainy,36,No,200,165,35,0.82,Available
174138,P003,Railway Station,2025-11-17,18:00,Monday,No,Cloudy,33,No,200,157,43,0.79,Available
174139,P007,University,2025-11-17,19:00,Monday,No,Sunny,23,No,300,227,73,0.76,Available
174140,P003,Railway Station,2025-11-17,20:00,Monday,No,Foggy,36,No,180,145,35,0.81,Available
174141,P004,Airport,2025-11-17,21:00,Monday,No,Cloudy,33,No,200,91,109,0.46,Available
174142,P007,University,2025-11-17,22:00,Monday,No,Foggy,23,No,150,61,89,0.41,Available
174143,P002,City Center,2025-11-17,23:00,Monday,No,Foggy,39,No,200,101,99,0.51,Available
174144,P006,Hospital,2025-11-18,00:00,Tuesday,No,Rainy,36,No,300,124,176,0.41,Available
174145,P001,Central Mall,2025-11-18,01:00,Tuesday,No,Sunny,39,Yes,150,65,85,0.43,Available
174146,P004,Airport,2025-11-18,02:00,Tuesday,No,Foggy,24,No,400,193,207,0.48,Available
174147,P006,Hospital,2025-11-18,03:00,Tuesday,No,Foggy,36,No,250,125,125,0.5,Available
174148,P001,Central Mall,2025-11-18,04:00,Tuesday,No,Foggy,32,Yes,250,93,157,0.37,Available
174149,P003,Railway Station,2025-11-18,05:00,Tuesday,No,Cloudy,30,No,150,75,75,0.5,Available
174150,P008,Bus Station,2025-11-18,06:00,Tuesday,No,Foggy,28,Yes,400,160,240,0.4,Available
174151,P008,Bus Station,2025-11-18,07:00,Tuesday,No,Foggy,24,No,350,165,185,0.47,Available
174152,P005,Tech Park,2025-11-18,08:00,Tuesday,No,Foggy,30,No,180,161,19,0.89,Full
174153,P005,Tech Park,2025-11-18,09:00,Tuesday,No,Cloudy,20,No,250,211,39,0.84,Available
174154,P008,Bus Station,2025-11-18,10:00,Tuesday,No,Cloudy,25,No,180,159,21,0.88,Available
174155,P006,Hospital,2025-11-18,11:00,Tuesday,No,Rainy,29,No,100,37,63,0.37,Available
174156,P003,Railway Station,2025-11-18,12:00,Tuesday,No,Foggy,30,No,350,177,173,0.51,Available
174157,P004,Airport,2025-11-18,13:00,Tuesday,No,Rainy,33,No,250,126,124,0.5,Available
174158,P001,Central Mall,2025-11-18,14:00,Tuesday,No,Foggy,30,No,350,144,206,0.41,Available
174159,P005,Tech Park,2025-11-18,15:00,Tuesday,No,Cloudy,38,No,200,106,94,0.53,Available
174160,P008,Bus Station,2025-11-18,16:00,Tuesday,No,Rainy,30,Yes,250,109,141,0.44,Available
174161,P005,Tech Park,2025-11-18,17:00,Tuesday,No,Sunny,40,No,180,128,52,0.71,Available
174162,P004,Airport,2025-11-18,18:00,Tuesday,No,Sunny,20,No,350,296,54,0.85,Available
174163,P007,University,2025-11-18,19:00,Tuesday,No,Cloudy,18,No,250,220,30,0.88,Available
174164,P006,Hospital,2025-11-18,20:00,Tuesday,No,Foggy,29,No,180,163,17,0.91,Full
174165,P001,Central Mall,2025-11-18,21:00,Tuesday,No,Rainy,37,No,120,40,80,0.33,Available
174166,P005,Tech Park,2025-11-18,22:00,Tuesday,No,Sunny,23,No,400,177,223,0.44,Available
174167,P007,University,2025-11-18,23:00,Tuesday,No,Sunny,26,No,180,90,90,0.5,Available
174168,P004,Airport,2025-11-19,00:00,Wednesday,No,Rainy,19,No,400,179,221,0.45,Available
174169,P001,Central Mall,2025-11-19,01:00,Wednesday,No,Cloudy,39,No,180,67,113,0.37,Available
174170,P007,University,2025-11-19,02:00,Wednesday,No,Cloudy,19,No,120,44,76,0.37,Available
174171,P002,City Center,2025-11-19,03:00,Wednesday,No,Cloudy,21,No,100,64,36,0.64,Available
174172,P005,Tech Park,2025-11-19,04:00,Wednesday,No,Foggy,40,No,300,145,155,0.48,Available
174173,P002,City Center,2025-11-19,05:00,Wednesday,No,Sunny,26,No,400,200,200,0.5,Available
174174,P003,Railway Station,2025-11-19,06:00,Wednesday,No,Rainy,33,No,250,97,153,0.39,Available
174175,P005,Tech Park,2025-11-19,07:00,Wednesday,No,Cloudy,25,No,150,62,88,0.41,Available
174176,P005,Tech Park,2025-11-19,08:00,Wednesday,No,Sunny,36,No,350,289,61,0.83,Available
174177,P004,Airport,2025-11-19,09:00,Wednesday,No,Sunny,26,No,400,331,69,0.83,Available
174178,P008,Bus Station,2025-11-19,10:00,Wednesday,No,Sunny,24,No,180,139,41,0.77,Available
174179,P008,Bus Station,2025-11-19,11:00,Wednesday,No,Foggy,38,No,100,43,57,0.43,Available
174180,P008,Bus Station,2025-11-19,12:00,Wednesday,No,Sunny,37,No,150,51,99,0.34,Available
174181,P006,Hospital,2025-11-19,13:00,Wednesday,No,Sunny,33,No,300,145,155,0.48,Available
174182,P006,Hospital,2025-11-19,14:00,Wednesday,No,Foggy,25,No,180,61,119,0.34,Available
174183,P002,City Center,2025-11-19,15:00,Wednesday,No,Foggy,31,No,400,167,233,0.42,Available
174184,P004,Airport,2025-11-19,16:00,Wednesday,No,Foggy,39,No,400,189,211,0.47,Available
174185,P007,University,2025-11-19,17:00,Wednesday,No,Sunny,22,No,100,90,10,0.9,Full
174186,P004,Airport,2025-11-19,18:00,Wednesday,No,Rainy,40,No,300,239,61,0.8,Available
174187,P006,Hospital,2025-11-19,19:00,Wednesday,No,Cloudy,38,No,150,100,50,0.67,Available
174188,P001,Central Mall,2025-11-19,20:00,Wednesday,No,Sunny,20,No,350,300,50,0.86,Available
174189,P006,Hospital,2025-11-19,21:00,Wednesday,No,Cloudy,30,Yes,200,101,99,0.51,Available
174190,P007,University,2025-11-19,22:00,Wednesday,No,Sunny,29,Yes,400,194,206,0.48,Available
174191,P005,Tech Park,2025-11-19,23:00,Wednesday,No,Rainy,35,No,350,160,190,0.46,Available
174192,P007,University,2025-11-20,00:00,Thursday,No,Foggy,34,No,150,77,73,0.51,Available
174193,P003,Railway Station,2025-11-20,01:00,Thursday,No,Rainy,30,No,150,86,64,0.57,Available
174194,P007,University,2025-11-20,02:00,Thursday,No,Cloudy,39,No,300,126,174,0.42,Available
174195,P003,Railway Station,2025-11-20,03:00,Thursday,No,Sunny,29,No,200,102,98,0.51,Available
174196,P008,Bus Station,2025-11-20,04:00,Thursday,No,Sunny,31,No,150,50,100,0.33,Available
174197,P005,Tech Park,2025-11-20,05:00,Thursday,No,Cloudy,22,No,400,163,237,0.41,Available
174198,P004,Airport,2025-11-20,06:00,Thursday,No,Sunny,36,No,200,76,124,0.38,Available
174199,P007,University,2025-11-20,07:00,Thursday,No,Sunny,38,No,200,104,96,0.52,Available
174200,P008,Bus Station,2025-11-20,08:00,Thursday,No,Rainy,24,No,150,119,31,0.79,Available
174201,P007,University,2025-11-20,09:00,Thursday,No,Foggy,35,No,300,245,55,0.82,Available
174202,P008,Bus Station,2025-11-20,10:00,Thursday,No,Cloudy,20,No,400,311,89,0.78,Available
174203,P003,Railway Station,2025-11-20,11:00,Thursday,No,Sunny,33,No,400,164,236,0.41,Available
174204,P006,Hospital,2025-11-20,12:00,Thursday,No,Cloudy,22,Yes,100,34,66,0.34,Available
174205,P006,Hospital,2025-11-20,13:00,Thursday,No,Cloudy,23,No,200,76,124,0.38,Available
174206,P001,Central Mall,2025-11-20,14:00,Thursday,No,Foggy,19,No,100,42,58,0.42,Available
174207,P006,Hospital,2025-11-20,15:00,Thursday,No,Cloudy,40,No,250,120,130,0.48,Available
174208,P001,Central Mall,2025-11-20,16:00,Thursday,No,Cloudy,19,No,300,122,178,0.41,Available
174209,P005,Tech Park,2025-11-20,17:00,Thursday,No,Cloudy,18,No,120,116,4,0.97,Full
174210,P005,Tech Park,2025-11-20,18:00,Thursday,No,Sunny,34,No,120,76,44,0.63,Available
174211,P002,City Center,2025-11-20,19:00,Thursday,No,Rainy,39,No,400,309,91,0.77,Available
174212,P006,Hospital,2025-11-20,20:00,Thursday,No,Rainy,24,No,120,82,38,0.68,Available
174213,P006,Hospital,2025-11-20,21:00,Thursday,No,Cloudy,18,No,100,64,36,0.64,Available
174214,P005,Tech Park,2025-11-20,22:00,Thursday,No,Rainy,33,No,350,145,205,0.41,Available
174215,P003,Railway Station,2025-11-20,23:00,Thursday,No,Cloudy,28,No,150,79,71,0.53,Available
174216,P001,Central Mall,2025-11-21,00:00,Friday,No,Foggy,24,No,100,60,40,0.6,Available
174217,P006,Hospital,2025-11-21,01:00,Friday,No,Rainy,30,No,100,38,62,0.38,Available
174218,P007,University,2025-11-21,02:00,Friday,No,Rainy,26,No,400,195,205,0.49,Available
174219,P002,City Center,2025-11-21,03:00,Friday,No,Rainy,32,No,400,194,206,0.48,Available
174220,P001,Central Mall,2025-11-21,04:00,Friday,No,Cloudy,28,No,400,197,203,0.49,Available
174221,P007,University,2025-11-21,05:00,Friday,No,Cloudy,25,No,120,73,47,0.61,Available
174222,P002,City Center,2025-11-21,06:00,Friday,No,Sunny,19,No,350,165,185,0.47,Available
174223,P008,Bus Station,2025-11-21,07:00,Friday,No,Cloudy,21,No,400,168,232,0.42,Available
174224,P002,City Center,2025-11-21,08:00,Friday,No,Foggy,30,Yes,180,134,46,0.74,Available
174225,P002,City Center,2025-11-21,09:00,Friday,No,Sunny,31,No,200,161,39,0.81,Available
174226,P004,Airport,2025-11-21,10:00,Friday,No,Cloudy,23,No,350,271,79,0.77,Available
174227,P004,Airport,2025-11-21,11:00,Friday,No,Sunny,38,No,400,187,213,0.47,Available
174228,P004,Airport,2025-11-21,12:00,Friday,No,Foggy,18,No,120,70,50,0.58,Available
174229,P004,Airport,2025-11-21,13:00,Friday,No,Cloudy,23,No,100,32,68,0.32,Available
174230,P007,University,2025-11-21,14:00,Friday,No,Cloudy,32,No,250,95,155,0.38,Available
174231,P005,Tech Park,2025-11-21,15:00,Friday,No,Sunny,27,No,300,118,182,0.39,Available
174232,P003,Railway Station,2025-11-21,16:00,Friday,No,Foggy,33,No,100,46,54,0.46,Available
174233,P008,Bus Station,2025-11-21,17:00,Friday,No,Sunny,25,No,200,155,45,0.78,Available
174234,P006,Hospital,2025-11-21,18:00,Friday,No,Cloudy,36,No,350,295,55,0.84,Available
174235,P001,Central Mall,2025-11-21,19:00,Friday,No,Foggy,32,No,100,63,37,0.63,Available
174236,P004,Airport,2025-11-21,20:00,Friday,No,Cloudy,22,No,400,301,99,0.75,Available
174237,P006,Hospital,2025-11-21,21:00,Friday,No,Sunny,26,No,200,102,98,0.51,Available
174238,P005,Tech Park,2025-11-21,22:00,Friday,No,Cloudy,37,No,200,83,117,0.41,Available
174239,P006,Hospital,2025-11-21,23:00,Friday,No,Sunny,30,Yes,400,200,200,0.5,Available
174240,P006,Hospital,2025-11-22,00:00,Saturday,Yes,Foggy,28,No,120,60,60,0.5,Available
174241,P006,Hospital,2025-11-22,01:00,Saturday,Yes,Foggy,37,No,100,17,83,0.17,Available
174242,P005,Tech Park,2025-11-22,02:00,Saturday,Yes,Sunny,29,No,150,67,83,0.45,Available
174243,P008,Bus Station,2025-11-22,03:00,Saturday,Yes,Rainy,24,No,150,67,83,0.45,Available
174244,P008,Bus Station,2025-11-22,04:00,Saturday,Yes,Rainy,39,No,400,156,244,0.39,Available
174245,P006,Hospital,2025-11-22,05:00,Saturday,Yes,Cloudy,37,No,150,32,118,0.21,Available
174246,P006,Hospital,2025-11-22,06:00,Saturday,Yes,Sunny,19,No,250,75,175,0.3,Available
174247,P007,University,2025-11-22,07:00,Saturday,Yes,Cloudy,38,No,400,122,278,0.3,Available
174248,P008,Bus Station,2025-11-22,08:00,Saturday,Yes,Foggy,34,No,180,131,49,0.73,Available
174249,P002,City Center,2025-11-22,09:00,Saturday,Yes,Foggy,31,No,180,123,57,0.68,Available
174250,P005,Tech Park,2025-11-22,10:00,Saturday,Yes,Rainy,37,No,100,51,49,0.51,Available
174251,P003,Railway Station,2025-11-22,11:00,Saturday,Yes,Foggy,31,Yes,180,78,102,0.43,Available
174252,P001,Central Mall,2025-11-22,12:00,Saturday,Yes,Sunny,33,No,400,147,253,0.37,Available
174253,P005,Tech Park,2025-11-22,13:00,Saturday,Yes,Rainy,33,No,120,39,81,0.33,Available
174254,P001,Central Mall,2025-11-22,14:00,Saturday,Yes,Rainy,35,No,250,78,172,0.31,Available
174255,P003,Railway Station,2025-11-22,15:00,Saturday,Yes,Rainy,35,No,250,74,176,0.3,Available
174256,P001,Central Mall,2025-11-22,16:00,Saturday,Yes,Foggy,31,Yes,150,66,84,0.44,Available
174257,P005,Tech Park,2025-11-22,17:00,Saturday,Yes,Sunny,38,No,200,148,52,0.74,Available
174258,P008,Bus Station,2025-11-22,18:00,Saturday,Yes,Foggy,19,No,100,87,13,0.87,Full
174259,P004,Airport,2025-11-22,19:00,Saturday,Yes,Sunny,38,No,100,50,50,0.5,Available
174260,P001,Central Mall,2025-11-22,20:00,Saturday,Yes,Rainy,29,No,350,252,98,0.72,Available
174261,P004,Airport,2025-11-22,21:00,Saturday,Yes,Sunny,22,Yes,120,46,74,0.38,Available
174262,P003,Railway Station,2025-11-22,22:00,Saturday,Yes,Foggy,26,No,400,137,263,0.34,Available
174263,P007,University,2025-11-22,23:00,Saturday,Yes,Rainy,26,No,200,64,136,0.32,Available
174264,P001,Central Mall,2025-11-23,00:00,Sunday,Yes,Sunny,30,No,150,61,89,0.41,Available
174265,P001,Central Mall,2025-11-23,01:00,Sunday,Yes,Rainy,33,No,300,105,195,0.35,Available
174266,P004,Airport,2025-11-23,02:00,Sunday,Yes,Cloudy,33,No,350,140,210,0.4,Available
174267,P008,Bus Station,2025-11-23,03:00,Sunday,Yes,Sunny,38,No,350,112,238,0.32,Available
174268,P004,Airport,2025-11-23,04:00,Sunday,Yes,Foggy,24,No,300,91,209,0.3,Available
174269,P001,Central Mall,2025-11-23,05:00,Sunday,Yes,Cloudy,26,Yes,100,54,46,0.54,Available
174270,P008,Bus Station,2025-11-23,06:00,Sunday,Yes,Rainy,21,No,300,100,200,0.33,Available
174271,P006,Hospital,2025-11-23,07:00,Sunday,Yes,Sunny,34,No,400,142,258,0.35,Available
174272,P002,City Center,2025-11-23,08:00,Sunday,Yes,Rainy,33,No,120,85,35,0.71,Available
174273,P004,Airport,2025-11-23,09:00,Sunday,Yes,Cloudy,40,No,180,109,71,0.61,Available
174274,P002,City Center,2025-11-23,10:00,Sunday,Yes,Cloudy,39,No,200,153,47,0.77,Available
174275,P002,City Center,2025-11-23,11:00,Sunday,Yes,Sunny,21,No,180,51,129,0.28,Available
174276,P002,City Center,2025-11-23,12:00,Sunday,Yes,Foggy,28,No,120,36,84,0.3,Available
174277,P006,Hospital,2025-11-23,13:00,Sunday,Yes,Rainy,31,No,120,23,97,0.19,Available
174278,P001,Central Mall,2025-11-23,14:00,Sunday,Yes,Cloudy,34,No,180,49,131,0.27,Available
174279,P004,Airport,2025-11-23,15:00,Sunday,Yes,Sunny,22,No,200,71,129,0.35,Available
174280,P007,University,2025-11-23,16:00,Sunday,Yes,Foggy,24,Yes,350,140,210,0.4,Available
174281,P008,Bus Station,2025-11-23,17:00,Sunday,Yes,Rainy,26,No,150,104,46,0.69,Available
174282,P007,University,2025-11-23,18:00,Sunday,Yes,Sunny,34,No,120,73,47,0.61,Available
174283,P007,University,2025-11-23,19:00,Sunday,Yes,Sunny,39,No,180,121,59,0.67,Available
174284,P001,Central Mall,2025-11-23,20:00,Sunday,Yes,Foggy,37,No,200,147,53,0.73,Available
174285,P001,Central Mall,2025-11-23,21:00,Sunday,Yes,Rainy,40,No,150,52,98,0.35,Available
174286,P007,University,2025-11-23,22:00,Sunday,Yes,Sunny,31,No,300,89,211,0.3,Available
174287,P008,Bus Station,2025-11-23,23:00,Sunday,Yes,Foggy,33,No,250,92,158,0.37,Available
174288,P002,City Center,2025-11-24,00:00,Monday,No,Cloudy,19,No,400,163,237,0.41,Available
174289,P008,Bus Station,2025-11-24,01:00,Monday,No,Cloudy,36,No,200,92,108,0.46,Available
174290,P007,University,2025-11-24,02:00,Monday,No,Cloudy,24,No,400,185,215,0.46,Available
174291,P003,Railway Station,2025-11-24,03:00,Monday,No,Rainy,31,No,400,181,219,0.45,Available
174292,P008,Bus Station,2025-11-24,04:00,Monday,No,Sunny,23,No,300,134,166,0.45,Available
174293,P007,University,2025-11-24,05:00,Monday,No,Sunny,19,No,100,27,73,0.27,Available
174294,P006,Hospital,2025-11-24,06:00,Monday,No,Foggy,28,No,250,130,120,0.52,Available
174295,P004,Airport,2025-11-24,07:00,Monday,No,Foggy,26,No,150,86,64,0.57,Available
174296,P002,City Center,2025-11-24,08:00,Monday,No,Rainy,33,No,250,217,33,0.87,Available
174297,P001,Central Mall,2025-11-24,09:00,Monday,No,Rainy,24,No,180,130,50,0.72,Available
174298,P007,University,2025-11-24,10:00,Monday,No,Cloudy,19,No,250,189,61,0.76,Available
174299,P006,Hospital,2025-11-24,11:00,Monday,No,Sunny,35,No,150,62,88,0.41,Available
174300,P008,Bus Station,2025-11-24,12:00,Monday,No,Sunny,25,No,150,68,82,0.45,Available
174301,P005,Tech Park,2025-11-24,13:00,Monday,No,Rainy,40,No,250,114,136,0.46,Available
174302,P007,University,2025-11-24,14:00,Monday,No,Foggy,40,No,300,151,149,0.5,Available
174303,P001,Central Mall,2025-11-24,15:00,Monday,No,Foggy,36,No,180,64,116,0.36,Available
174304,P007,University,2025-11-24,16:00,Monday,No,Foggy,34,No,180,76,104,0.42,Available
174305,P005,Tech Park,2025-11-24,17:00,Monday,No,Sunny,35,No,300,234,66,0.78,Available
174306,P008,Bus Station,2025-11-24,18:00,Monday,No,Foggy,25,No,100,84,16,0.84,Full
174307,P001,Central Mall,2025-11-24,19:00,Monday,No,Rainy,36,No,200,168,32,0.84,Available
174308,P007,University,2025-11-24,20:00,Monday,No,Rainy,20,No,350,299,51,0.85,Available
174309,P002,City Center,2025-11-24,21:00,Monday,No,Rainy,23,No,180,91,89,0.51,Available
174310,P005,Tech Park,2025-11-24,22:00,Monday,No,Foggy,33,No,350,143,207,0.41,Available
174311,P002,City Center,2025-11-24,23:00,Monday,No,Foggy,29,No,200,109,91,0.55,Available
174312,P005,Tech Park,2025-11-25,00:00,Tuesday,No,Foggy,40,No,120,40,80,0.33,Available
174313,P003,Railway Station,2025-11-25,01:00,Tuesday,No,Sunny,23,No,250,122,128,0.49,Available
174314,P005,Tech Park,2025-11-25,02:00,Tuesday,No,Sunny,29,No,200,75,125,0.38,Available
174315,P006,Hospital,2025-11-25,03:00,Tuesday,No,Foggy,32,No,200,109,91,0.55,Available
174316,P001,Central Mall,2025-11-25,04:00,Tuesday,No,Rainy,23,No,200,90,110,0.45,Available
174317,P007,University,2025-11-25,05:00,Tuesday,No,Foggy,31,No,150,51,99,0.34,Available
174318,P001,Central Mall,2025-11-25,06:00,Tuesday,No,Rainy,37,No,250,106,144,0.42,Available
174319,P003,Railway Station,2025-11-25,07:00,Tuesday,No,Foggy,33,No,250,101,149,0.4,Available
174320,P004,Airport,2025-11-25,08:00,Tuesday,No,Rainy,38,No,180,130,50,0.72,Available
174321,P005,Tech Park,2025-11-25,09:00,Tuesday,No,Rainy,19,No,200,143,57,0.71,Available
174322,P005,Tech Park,2025-11-25,10:00,Tuesday,No,Foggy,37,No,200,169,31,0.84,Available
174323,P002,City Center,2025-11-25,11:00,Tuesday,No,Rainy,23,No,150,77,73,0.51,Available
174324,P006,Hospital,2025-11-25,12:00,Tuesday,No,Sunny,26,No,120,74,46,0.62,Available
174325,P004,Airport,2025-11-25,13:00,Tuesday,No,Rainy,40,No,150,87,63,0.58,Available
174326,P002,City Center,2025-11-25,14:00,Tuesday,No,Sunny,37,No,250,121,129,0.48,Available
174327,P007,University,2025-11-25,15:00,Tuesday,No,Sunny,25,No,100,32,68,0.32,Available
174328,P006,Hospital,2025-11-25,16:00,Tuesday,No,Sunny,28,No,200,99,101,0.49,Available
174329,P007,University,2025-11-25,17:00,Tuesday,No,Rainy,18,No,250,191,59,0.76,Available
174330,P001,Central Mall,2025-11-25,18:00,Tuesday,No,Cloudy,39,No,200,162,38,0.81,Available
174331,P004,Airport,2025-11-25,19:00,Tuesday,No,Rainy,36,No,180,162,18,0.9,Full
174332,P003,Railway Station,2025-11-25,20:00,Tuesday,No,Cloudy,26,No,250,212,38,0.85,Available
174333,P007,University,2025-11-25,21:00,Tuesday,No,Sunny,22,No,150,80,70,0.53,Available
174334,P004,Airport,2025-11-25,22:00,Tuesday,No,Cloudy,30,No,350,175,175,0.5,Available
174335,P002,City Center,2025-11-25,23:00,Tuesday,No,Cloudy,32,No,100,25,75,0.25,Available
174336,P001,Central Mall,2025-11-26,00:00,Wednesday,No,Cloudy,23,No,180,92,88,0.51,Available
174337,P003,Railway Station,2025-11-26,01:00,Wednesday,No,Cloudy,37,No,150,69,81,0.46,Available
174338,P004,Airport,2025-11-26,02:00,Wednesday,No,Foggy,34,No,100,49,51,0.49,Available
174339,P006,Hospital,2025-11-26,03:00,Wednesday,No,Sunny,19,No,180,82,98,0.46,Available
174340,P008,Bus Station,2025-11-26,04:00,Wednesday,No,Rainy,20,No,350,137,213,0.39,Available
174341,P002,City Center,2025-11-26,05:00,Wednesday,No,Foggy,40,No,120,55,65,0.46,Available
174342,P004,Airport,2025-11-26,06:00,Wednesday,No,Cloudy,18,No,200,108,92,0.54,Available
174343,P007,University,2025-11-26,07:00,Wednesday,No,Foggy,22,No,400,170,230,0.42,Available
174344,P002,City Center,2025-11-26,08:00,Wednesday,No,Cloudy,26,No,180,138,42,0.77,Available
174345,P001,Central Mall,2025-11-26,09:00,Wednesday,No,Cloudy,27,No,300,228,72,0.76,Available
174346,P003,Railway Station,2025-11-26,10:00,Wednesday,No,Cloudy,29,No,100,95,5,0.95,Full
174347,P003,Railway Station,2025-11-26,11:00,Wednesday,No,Rainy,19,No,120,61,59,0.51,Available
174348,P003,Railway Station,2025-11-26,12:00,Wednesday,No,Cloudy,24,No,200,80,120,0.4,Available
174349,P008,Bus Station,2025-11-26,13:00,Wednesday,No,Foggy,37,No,100,46,54,0.46,Available
174350,P006,Hospital,2025-11-26,14:00,Wednesday,No,Rainy,26,No,400,176,224,0.44,Available
174351,P005,Tech Park,2025-11-26,15:00,Wednesday,No,Cloudy,31,Yes,400,193,207,0.48,Available
174352,P004,Airport,2025-11-26,16:00,Wednesday,No,Rainy,35,No,250,99,151,0.4,Available
174353,P004,Airport,2025-11-26,17:00,Wednesday,No,Rainy,27,No,250,184,66,0.74,Available
174354,P001,Central Mall,2025-11-26,18:00,Wednesday,No,Rainy,20,No,150,122,28,0.81,Available
174355,P008,Bus Station,2025-11-26,19:00,Wednesday,No,Sunny,40,No,350,295,55,0.84,Available
174356,P003,Railway Station,2025-11-26,20:00,Wednesday,No,Foggy,29,No,200,178,22,0.89,Available
174357,P007,University,2025-11-26,21:00,Wednesday,No,Rainy,37,No,350,153,197,0.44,Available
174358,P003,Railway Station,2025-11-26,22:00,Wednesday,No,Sunny,38,No,150,59,91,0.39,Available
174359,P003,Railway Station,2025-11-26,23:00,Wednesday,No,Rainy,36,No,150,80,70,0.53,Available
174360,P003,Railway Station,2025-11-27,00:00,Thursday,No,Sunny,28,No,120,45,75,0.38,Available
174361,P005,Tech Park,2025-11-27,01:00,Thursday,No,Cloudy,19,No,180,67,113,0.37,Available
174362,P003,Railway Station,2025-11-27,02:00,Thursday,No,Cloudy,22,No,200,89,111,0.45,Available
174363,P001,Central Mall,2025-11-27,03:00,Thursday,No,Foggy,37,No,250,107,143,0.43,Available
174364,P003,Railway Station,2025-11-27,04:00,Thursday,No,Cloudy,27,No,180,64,116,0.36,Available
174365,P003,Railway Station,2025-11-27,05:00,Thursday,No,Rainy,40,No,200,104,96,0.52,Available
174366,P004,Airport,2025-11-27,06:00,Thursday,No,Rainy,22,No,300,139,161,0.46,Available
174367,P001,Central Mall,2025-11-27,07:00,Thursday,No,Foggy,28,No,200,88,112,0.44,Available
174368,P006,Hospital,2025-11-27,08:00,Thursday,No,Rainy,28,No,100,64,36,0.64,Available
174369,P008,Bus Station,2025-11-27,09:00,Thursday,No,Foggy,23,No,100,63,37,0.63,Available
174370,P007,University,2025-11-27,10:00,Thursday,No,Rainy,38,No,300,260,40,0.87,Available
174371,P003,Railway Station,2025-11-27,11:00,Thursday,No,Sunny,35,No,200,84,116,0.42,Available
174372,P004,Airport,2025-11-27,12:00,Thursday,No,Sunny,31,No,100,34,66,0.34,Available
174373,P007,University,2025-11-27,13:00,Thursday,No,Foggy,27,No,150,68,82,0.45,Available
174374,P004,Airport,2025-11-27,14:00,Thursday,No,Cloudy,36,No,100,32,68,0.32,Available
174375,P007,University,2025-11-27,15:00,Thursday,No,Sunny,23,No,150,55,95,0.37,Available
174376,P003,Railway Station,2025-11-27,16:00,Thursday,No,Cloudy,36,No,120,48,72,0.4,Available
174377,P006,Hospital,2025-11-27,17:00,Thursday,No,Sunny,35,No,400,315,85,0.79,Available
